Labeled Data,Label
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(21).jpg?alt=media&token=ae72568e-3518-4ffd-b84d-9217582dfa67,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(22).jpg?alt=media&token=f5d092e7-ea31-4389-88d1-be81096f63c3,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(23).jpg?alt=media&token=00221a96-205c-4400-99b5-20ba7fdbe8bd,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(24).jpg?alt=media&token=e75c3555-8baf-4699-bc77-6d1120d79d56,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(25).jpg?alt=media&token=f1bcebb8-dba6-4219-8aac-822e4b2d7b6f,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(26).jpg?alt=media&token=99e130a1-09a7-4c51-ad5a-49f1f8e4a6ad,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(27).jpg?alt=media&token=46f9c6e5-6b72-4fd2-9bd4-accfef3f283a,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(28).jpg?alt=media&token=738be969-3ddb-4d60-941f-7d5f83eca4d3,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(29).jpg?alt=media&token=3f5f6a35-8c49-4aa3-9d73-55ba51c86e16,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(30).jpg?alt=media&token=7449763f-0140-4e7f-95c7-b14d3537e9e5,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(31).jpg?alt=media&token=424c330b-bc5e-4c1d-9408-36faed715460,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(33).jpg?alt=media&token=87399b57-667b-46de-9812-c517a9b1c913,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(35).jpg?alt=media&token=f476ec7b-9068-4e1c-ba44-4da8f257f13a,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(36).jpg?alt=media&token=69665ca0-6daa-4aa5-967e-43ad109ba0a2,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(37).jpg?alt=media&token=0b609998-621e-4d58-a3e3-39f1896728ce,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(39).jpg?alt=media&token=8df8a5ae-4530-4918-b681-d9bf5da3a870,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(40).jpg?alt=media&token=5966eaac-deb8-4205-8c68-137daf431a74,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(41).jpg?alt=media&token=d8ac1a1e-0081-4d2e-9e81-c2f334db0d18,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(42).jpg?alt=media&token=7bd99ceb-10b8-45ed-bf92-fead93742ec1,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(43).jpg?alt=media&token=bde12426-5c58-4491-91db-433fd4a69d34,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(44).jpg?alt=media&token=174bcaac-9c7d-41f0-981d-d7746ab10e62,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(45).jpg?alt=media&token=3aae6013-96e4-43f4-8f69-6b6df0490750,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(47).jpg?alt=media&token=38764848-347d-4fbb-92d6-2431edca1ae2,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(48).jpg?alt=media&token=9d241a2e-6a95-4fac-b613-68b0cf542ffb,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(49).jpg?alt=media&token=4f6a73e0-3014-4f76-8a75-e0765eb4066a,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(50).jpg?alt=media&token=a504d9df-e5d7-4a7f-8d9e-ceb67e2f4462,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(51).jpg?alt=media&token=45436f84-e8fe-4db2-98c5-0e9f5bda5724,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(52).jpg?alt=media&token=73d53dc5-d1f3-4c61-8355-23eb1d3d3dc7,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(53).jpg?alt=media&token=47a7bbab-9e44-455f-9f38-9fde38152764,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(54).jpg?alt=media&token=65fe9572-6098-4b51-84fc-30b3173a1259,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(55).jpg?alt=media&token=c0bb902c-8c75-4bbc-a41c-2be04bb3611a,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(56).jpg?alt=media&token=605d8347-7c8a-4461-aec9-4a31af31c34e,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(57).jpg?alt=media&token=88900cb9-1301-4155-af01-00f5added039,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(58).jpg?alt=media&token=9510cb31-787b-4d4a-8c9f-7ac26a9f905c,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(59).jpg?alt=media&token=0882d463-194f-422a-a8e1-e3719fd235d5,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(60).jpg?alt=media&token=fd965c55-a5cc-4379-860e-70f663839324,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(61).jpg?alt=media&token=1ad28919-5882-40e8-a976-8ce5ddf97436,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(62).jpg?alt=media&token=0be8bdb9-b709-4eac-a520-37c7fd99a410,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(63).jpg?alt=media&token=f2a775d6-74b8-4242-9350-fd4c44a2e50c,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(64).jpg?alt=media&token=599e665f-2695-4977-b5c9-66b590e598a1,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(64).jpg?alt=media&token=599e665f-2695-4977-b5c9-66b590e598a1,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(66).jpg?alt=media&token=93fbe1f6-a654-4597-894d-079514d04273,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(67).jpg?alt=media&token=f8a7f1e0-c8e9-49d2-9146-05226218153c,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(68).jpg?alt=media&token=7de81484-1919-4d77-869b-f89a8708a8d6,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(69).jpg?alt=media&token=a94e0449-7fa3-47a8-8534-6ae8a3081d69,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(70).jpg?alt=media&token=c2590aa5-9fc2-41d7-9362-7c44fbbf6400,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(71).jpg?alt=media&token=94a5a404-8be4-4bd3-a9cc-47378b68f2e5,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(72).jpg?alt=media&token=e370e12f-b1e2-4cf1-b9c8-d2d3e574a48a,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(73).jpg?alt=media&token=f0f40c93-3ffe-4051-846e-bf21e755a7f6,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(74).jpg?alt=media&token=8ff77667-bff4-4a65-9622-2931fa760205,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(76).jpg?alt=media&token=5f632ced-566d-4e36-bb18-c7117371c66c,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(77).jpg?alt=media&token=93247e41-5837-4d54-8385-de0f9cb080ff,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(78).jpg?alt=media&token=74e5af62-b196-4261-961c-404ae132610c,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(79).jpg?alt=media&token=87e5f1a7-c621-4edd-b42d-e36961e36ffd,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(80).jpg?alt=media&token=fed21e51-0bed-4138-a919-0ec748188150,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(81).jpg?alt=media&token=e1a492f0-babe-4a3e-be24-945d2d047720,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(82).jpg?alt=media&token=81ca7c50-dd7f-4ed8-b396-b4f7b05c6839,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(83).jpg?alt=media&token=2c5e7053-5b88-4737-9f15-a9cd56f1e189,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(85).jpg?alt=media&token=7c68ca48-2eed-4f74-b204-e49d53a9c90e,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(86).jpg?alt=media&token=82375185-66dc-4579-be29-73decc4347e0,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(87).jpg?alt=media&token=1a00c373-531b-465b-92ac-242ee8662928,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(88).jpg?alt=media&token=d1a828dc-aaa0-4f6b-a523-957477583746,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(89).jpg?alt=media&token=3cc60246-0092-4dcf-bc69-6610ced279fb,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(90).jpg?alt=media&token=ccedede6-020d-4ad7-8a8a-1ebe8074de8f,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(91).jpg?alt=media&token=9cd08550-cb94-4314-95a3-26efa43a956b,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(92).jpg?alt=media&token=f9e2e3b8-886f-4496-b410-876dbcb42731,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(93).jpg?alt=media&token=7c56b751-4988-4238-90ea-e11bc6d51bf7,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(94).jpg?alt=media&token=85bcaea0-34f1-4dd0-8233-3c788fe857ab,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(95).jpg?alt=media&token=249b610b-9366-4909-924f-8489f37958c0,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(96).jpg?alt=media&token=e980bf5c-9ffb-4710-bca3-e62dd536fdb3,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(97).jpg?alt=media&token=5bd9a521-bf88-488e-83b6-30afff459c0d,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(99).jpg?alt=media&token=a2aab34b-5e46-405f-9996-ce0203c539a9,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(100).jpg?alt=media&token=2d27677d-e059-4e5a-a6f4-3674714e0096,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(101).jpg?alt=media&token=970e84bb-f8a0-441d-a057-7b987d95ce02,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(102).jpg?alt=media&token=124e3f98-f41d-4884-a4cc-ac2eee672910,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(103).jpg?alt=media&token=fbb34c14-2dd6-4bd8-9e75-202fc27fd595,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(104).jpg?alt=media&token=003c2a5a-2b5a-4296-a934-0ad56f600a2c,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(105).jpg?alt=media&token=56844932-0da1-4ca0-ab33-cfce34a4f27b,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(106).jpg?alt=media&token=a93f09f8-40a9-4359-b3eb-a0a4358bb432,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(107).jpg?alt=media&token=21467d59-7ddb-4377-a711-f18a2a71bd5a,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(108).jpg?alt=media&token=94a64425-e168-4bc5-8907-3938011e9991,Straight
https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F2a09f57e-55c5-43b3-93f1-41596c09ff73%2Fs%20(109).jpg?alt=media&token=772b200f-6ec6-48ac-9e49-efd7c5bc36ef,Straight
